Jan  1 00:00:18 debian-armhf kernel: imklog 5.8.11, log source = /proc/kmsg started.
Nov 28 17:17:51 debian-armhf kernel: [    1.997641] Initialise system trusted keyrings
Nov 28 17:17:51 debian-armhf kernel: [    1.998074] workingset: timestamp_bits=14 max_order=17 bucket_order=3
Nov 28 17:17:51 debian-armhf kernel: [    2.004366] squashfs: version 4.0 (2009/01/31) Phillip Lougher
Nov 28 17:17:51 debian-armhf kernel: [    2.005511] NFS: Registering the id_resolver key type
Nov 28 17:17:51 debian-armhf kernel: [    2.005582] Key type id_resolver registered
Nov 28 17:17:51 debian-armhf kernel: [    2.005597] Key type id_legacy registered
Nov 28 17:17:51 debian-armhf kernel: [    2.005664] ntfs: driver 2.1.32 [Flags: R/O].
Nov 28 17:17:51 debian-armhf kernel: [    2.006790] NET: Registered protocol family 38
Nov 28 17:17:51 debian-armhf kernel: [    2.006822] Key type asymmetric registered
Nov 28 17:17:51 debian-armhf kernel: [    2.006839] Asymmetric key parser 'x509' registered
Nov 28 17:17:51 debian-armhf kernel: [    2.006922] Block layer SCSI generic (bsg) driver version 0.4 loaded (major 245)
Nov 28 17:17:51 debian-armhf kernel: [    2.006942] io scheduler mq-deadline registered
Nov 28 17:17:51 debian-armhf kernel: [    2.006957] io scheduler kyber registered
Nov 28 17:17:51 debian-armhf kernel: [    2.478384] random: fast init done
Nov 28 17:17:51 debian-armhf kernel: [    2.684042] omap-mailbox 480c8000.mailbox: omap mailbox rev 0x400
Nov 28 17:17:51 debian-armhf kernel: [    2.822041] debugfs: Directory '49000000.dma' with parent 'dmaengine' already present!
Nov 28 17:17:51 debian-armhf kernel: [    2.822099] edma 49000000.dma: TI EDMA DMA engine driver
Nov 28 17:17:51 debian-armhf kernel: [    2.853640] pinctrl-single 44e10800.pinmux: 142 pins, size 568
Nov 28 17:17:51 debian-armhf kernel: [    2.934733] Serial: 8250/16550 driver, 10 ports, IRQ sharing disabled
Nov 28 17:17:51 debian-armhf kernel: [    2.940121] printk: console [ttyS0] disabled
Nov 28 17:17:51 debian-armhf kernel: [    2.940195] omap8250 44e09000.serial: GPIO lookup for consumer rs485-term
Nov 28 17:17:51 debian-armhf kernel: [    2.940207] omap8250 44e09000.serial: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    2.940271] of_get_named_gpiod_flags: can't parse 'rs485-term-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@9000/serial@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    2.940314] of_get_named_gpiod_flags: can't parse 'rs485-term-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@9000/serial@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    2.940336] omap8250 44e09000.serial: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    2.940350] omap8250 44e09000.serial: No GPIO consumer rs485-term found
Nov 28 17:17:51 debian-armhf kernel: [    2.940418] 44e09000.serial: ttyS0 at MMIO 0x44e09000 (irq = 20, base_baud = 3000000) is a 8250
Nov 28 17:17:51 debian-armhf kernel: [    3.576649] printk: console [ttyS0] enabled
Nov 28 17:17:51 debian-armhf kernel: [    3.581912] pinctrl-single 44e10800.pinmux: Invalid number of rows: 0
Nov 28 17:17:51 debian-armhf kernel: [    3.588457] pinctrl-single 44e10800.pinmux: no pins entries for uart1_pins
Nov 28 17:17:51 debian-armhf kernel: [    3.595392] omap8250: probe of 48022000.serial failed with error -22
Nov 28 17:17:51 debian-armhf kernel: [    3.605212] omap_rng 48310000.rng: Random Number Generator ver. 20
Nov 28 17:17:51 debian-armhf kernel: [    3.611797] random: crng init done
Nov 28 17:17:51 debian-armhf kernel: [    3.616191] [drm:drm_core_init] Initialized
Nov 28 17:17:51 debian-armhf kernel: [    3.618269] [drm:tilcdc_drm_init] init
Nov 28 17:17:51 debian-armhf kernel: [    3.632295] brd: module loaded
Nov 28 17:17:51 debian-armhf kernel: [    3.645696] loop: module loaded
Nov 28 17:17:51 debian-armhf kernel: [    3.654222] spi-nor spi0.0: found m25p64, expected at25df641
Nov 28 17:17:51 debian-armhf kernel: [    3.660170] spi-nor spi0.0: m25p64 (8192 Kbytes)
Nov 28 17:17:51 debian-armhf kernel: [    3.664896] 5 fixed-partitions partitions found on MTD device spi0.0
Nov 28 17:17:51 debian-armhf kernel: [    3.671321] Creating 5 MTD partitions on "spi0.0":
Nov 28 17:17:51 debian-armhf kernel: [    3.676146] 0x0000007f0000-0x000000800000 : "MAC Address"
Nov 28 17:17:51 debian-armhf kernel: [    3.682010] mtd mtd0: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    3.682027] mtd mtd0: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.682088] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/ethaddr@7F0000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.682135] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/ethaddr@7F0000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.682154] mtd mtd0: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.682168] mtd mtd0: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    3.689399] 0x000000100000-0x000000600000 : "Linux Kernel"
Nov 28 17:17:51 debian-armhf kernel: [    3.695272] mtd mtd1: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    3.695288] mtd mtd1: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.695346] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/uImage@100000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.695393] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/uImage@100000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.695411] mtd mtd1: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.695425] mtd mtd1: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    3.709304] 0x0000000f0000-0x000000100000 : "U-Boot Environment"
Nov 28 17:17:51 debian-armhf kernel: [    3.715686] mtd mtd2: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    3.715703] mtd mtd2: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.715760] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/ubootenv@F0000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.715807] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/ubootenv@F0000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.715825] mtd mtd2: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.715839] mtd mtd2: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    3.729322] 0x000000080000-0x0000000f0000 : "U-Boot"
Nov 28 17:17:51 debian-armhf kernel: [    3.734650] mtd mtd3: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    3.734666] mtd mtd3: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.734723] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/uboot@80000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.734769] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/uboot@80000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.734786] mtd mtd3: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.734801] mtd mtd3: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    3.739305] 0x000000000000-0x000000080000 : "U-Boot SPL"
Nov 28 17:17:51 debian-armhf kernel: [    3.744975] mtd mtd4: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    3.744992] mtd mtd4: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.745057] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/spl@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.745104] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@0/target-module@30000/spi@0/m25p80@0/spl@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.745122] mtd mtd4: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.745136] mtd mtd4: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    3.761521] mdio_bus fixed-0: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [    3.761546] mdio_bus fixed-0: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.761560] mdio_bus fixed-0: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [    3.768182] mdio_bus 4a101000.mdio: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [    3.768208] mdio_bus 4a101000.mdio: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.768269] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/interconnect@4a000000/segment@0/target-module@100000/ethernet@0/mdio@1000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.768312] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/interconnect@4a000000/segment@0/target-module@100000/ethernet@0/mdio@1000[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.768600] mdio_bus 4a101000.mdio: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.768616] mdio_bus 4a101000.mdio: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [    3.828393] davinci_mdio 4a101000.mdio: davinci mdio revision 1.6, bus freq 1000000
Nov 28 17:17:51 debian-armhf kernel: [    3.837459] mdio_bus 4a101000.mdio:01: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [    3.837480] mdio_bus 4a101000.mdio:01: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.837546] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/interconnect@4a000000/segment@0/target-module@100000/ethernet@0/mdio@1000/ethernet-phy@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.837595] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/interconnect@4a000000/segment@0/target-module@100000/ethernet@0/mdio@1000/ethernet-phy@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.837612] mdio_bus 4a101000.mdio:01: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.837626] mdio_bus 4a101000.mdio:01: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [    3.838816] davinci_mdio 4a101000.mdio: phy[1]: device 4a101000.mdio:01, driver unknown
Nov 28 17:17:51 debian-armhf kernel: [    3.847666] cpsw 4a100000.ethernet: initialized cpsw ale version 1.4
Nov 28 17:17:51 debian-armhf kernel: [    3.854221] cpsw 4a100000.ethernet: ALE Table size 1024
Nov 28 17:17:51 debian-armhf kernel: [    3.859685] cpsw 4a100000.ethernet: cpts: overflow check period 500 (jiffies)
Nov 28 17:17:51 debian-armhf kernel: [    3.866949] cpsw 4a100000.ethernet: Detected MACID = d0:ff:50:01:21:02
Nov 28 17:17:51 debian-armhf kernel: [    3.875860] mousedev: PS/2 mouse device common for all mice
Nov 28 17:17:51 debian-armhf kernel: [    3.881934] i2c /dev entries driver
Nov 28 17:17:51 debian-armhf kernel: [    3.890948] sdhci: Secure Digital Host Controller Interface driver
Nov 28 17:17:51 debian-armhf kernel: [    3.897182] sdhci: Copyright(c) Pierre Ossman
Nov 28 17:17:51 debian-armhf kernel: [    3.903932] sdhci-pltfm: SDHCI platform and OF driver helper
Nov 28 17:17:51 debian-armhf kernel: [    3.913313] sdhci-omap 48060000.mmc: GPIO lookup for consumer cd
Nov 28 17:17:51 debian-armhf kernel: [    3.913336] sdhci-omap 48060000.mmc: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.913377] sdhci-omap 48060000.mmc: No GPIO consumer cd found
Nov 28 17:17:51 debian-armhf kernel: [    3.914173] sdhci-omap 481d8000.mmc: GPIO lookup for consumer cd
Nov 28 17:17:51 debian-armhf kernel: [    3.914193] sdhci-omap 481d8000.mmc: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.914254] of_get_named_gpiod_flags: can't parse 'cd-gpios' property of node '/ocp/interconnect@48000000/segment@100000/target-module@d8000/mmc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.914296] of_get_named_gpiod_flags: can't parse 'cd-gpio' property of node '/ocp/interconnect@48000000/segment@100000/target-module@d8000/mmc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.914314] sdhci-omap 481d8000.mmc: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.914328] sdhci-omap 481d8000.mmc: No GPIO consumer cd found
Nov 28 17:17:51 debian-armhf kernel: [    3.914342] sdhci-omap 481d8000.mmc: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    3.914353] sdhci-omap 481d8000.mmc: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.914392] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@100000/target-module@d8000/mmc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.914430] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@100000/target-module@d8000/mmc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    3.914446] sdhci-omap 481d8000.mmc: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    3.914458] sdhci-omap 481d8000.mmc: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    3.914662] sdhci-omap 481d8000.mmc: supply vqmmc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [    3.924229] ledtrig-cpu: registered to indicate activity on CPUs
Nov 28 17:17:51 debian-armhf kernel: [    3.939306] omap-aes 53500000.aes: OMAP AES hw accel rev: 3.2
Nov 28 17:17:51 debian-armhf kernel: [    3.948453] omap-aes 53500000.aes: will run requests pump with realtime priority
Nov 28 17:17:51 debian-armhf kernel: [    3.976051] omap-sham 53100000.sham: hw accel on OMAP rev 4.3
Nov 28 17:17:51 debian-armhf kernel: [    3.988415] omap-sham 53100000.sham: will run requests pump with realtime priority
Nov 28 17:17:51 debian-armhf kernel: [    4.025335] davinci-mcasp 48038000.mcasp: IRQ common not found
Nov 28 17:17:51 debian-armhf kernel: [    4.034481] NET: Registered protocol family 10
Nov 28 17:17:51 debian-armhf kernel: [    4.041223] Segment Routing with IPv6
Nov 28 17:17:51 debian-armhf kernel: [    4.045340] sit: IPv6, IPv4 and MPLS over IPv4 tunneling driver
Nov 28 17:17:51 debian-armhf kernel: [    4.052398] NET: Registered protocol family 17
Nov 28 17:17:51 debian-armhf kernel: [    4.057240] Key type dns_resolver registered
Nov 28 17:17:51 debian-armhf kernel: [    4.061663] mmc1: SDHCI controller on 481d8000.mmc [481d8000.mmc] using External DMA
Nov 28 17:17:51 debian-armhf kernel: [    4.070107] NET: Registered protocol family 40
Nov 28 17:17:51 debian-armhf kernel: [    4.075697] Registering SWP/SWPB emulation handler
Nov 28 17:17:51 debian-armhf kernel: [    4.080687] omap_voltage_late_init: Voltage driver support not added
Nov 28 17:17:51 debian-armhf kernel: [    4.087598] Loading compiled-in X.509 certificates
Nov 28 17:17:51 debian-armhf kernel: [    4.109678] [drm:omap_drm_init] init
Nov 28 17:17:51 debian-armhf kernel: [    4.111322] gpio gpiochip0: (gpio-0-31): created GPIO range 0->7 ==> 44e10800.pinmux PIN 82->89
Nov 28 17:17:51 debian-armhf kernel: [    4.111355] gpio gpiochip0: (gpio-0-31): created GPIO range 8->11 ==> 44e10800.pinmux PIN 52->55
Nov 28 17:17:51 debian-armhf kernel: [    4.111376] gpio gpiochip0: (gpio-0-31): created GPIO range 12->15 ==> 44e10800.pinmux PIN 94->97
Nov 28 17:17:51 debian-armhf kernel: [    4.111395] gpio gpiochip0: (gpio-0-31): created GPIO range 16->17 ==> 44e10800.pinmux PIN 71->72
Nov 28 17:17:51 debian-armhf kernel: [    4.111416] gpio gpiochip0: (gpio-0-31): created GPIO range 18->18 ==> 44e10800.pinmux PIN 135->135
Nov 28 17:17:51 debian-armhf kernel: [    4.111438] gpio gpiochip0: (gpio-0-31): created GPIO range 19->20 ==> 44e10800.pinmux PIN 108->109
Nov 28 17:17:51 debian-armhf kernel: [    4.111460] gpio gpiochip0: (gpio-0-31): created GPIO range 21->21 ==> 44e10800.pinmux PIN 73->73
Nov 28 17:17:51 debian-armhf kernel: [    4.111481] gpio gpiochip0: (gpio-0-31): created GPIO range 22->23 ==> 44e10800.pinmux PIN 8->9
Nov 28 17:17:51 debian-armhf kernel: [    4.111503] gpio gpiochip0: (gpio-0-31): created GPIO range 26->27 ==> 44e10800.pinmux PIN 10->11
Nov 28 17:17:51 debian-armhf kernel: [    4.111536] gpio gpiochip0: (gpio-0-31): created GPIO range 28->28 ==> 44e10800.pinmux PIN 74->74
Nov 28 17:17:51 debian-armhf kernel: [    4.111559] gpio gpiochip0: (gpio-0-31): created GPIO range 29->29 ==> 44e10800.pinmux PIN 81->81
Nov 28 17:17:51 debian-armhf kernel: [    4.111581] gpio gpiochip0: (gpio-0-31): created GPIO range 30->31 ==> 44e10800.pinmux PIN 28->29
Nov 28 17:17:51 debian-armhf kernel: [    4.112036] gpio gpiochip0: (gpio-0-31): added GPIO chardev (254:0)
Nov 28 17:17:51 debian-armhf kernel: [    4.112179] gpio gpiochip0: registered GPIOs 0 to 31 on gpio-0-31
Nov 28 17:17:51 debian-armhf kernel: [    4.112250] OMAP GPIO hardware version 0.1
Nov 28 17:17:51 debian-armhf kernel: [    4.117824] i2c i2c-0: GPIO lookup for consumer scl
Nov 28 17:17:51 debian-armhf kernel: [    4.117846] i2c i2c-0: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.117904] of_get_named_gpiod_flags: can't parse 'scl-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.117944] of_get_named_gpiod_flags: can't parse 'scl-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.117965] i2c i2c-0: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.117978] i2c i2c-0: No GPIO consumer scl found
Nov 28 17:17:51 debian-armhf kernel: [    4.118003] i2c i2c-0: GPIO lookup for consumer sda
Nov 28 17:17:51 debian-armhf kernel: [    4.118013] i2c i2c-0: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.118053] of_get_named_gpiod_flags: can't parse 'sda-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.118091] of_get_named_gpiod_flags: can't parse 'sda-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.118105] i2c i2c-0: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.118117] i2c i2c-0: No GPIO consumer sda found
Nov 28 17:17:51 debian-armhf kernel: [    4.149529] tps65217-pmic: Failed to locate of_node [id: -1]
Nov 28 17:17:51 debian-armhf kernel: [    4.160623] mmc1: new high speed MMC card at address 0001
Nov 28 17:17:51 debian-armhf kernel: [    4.167538] mmcblk1: mmc1:0001 MMC04G 3.66 GiB 
Nov 28 17:17:51 debian-armhf kernel: [    4.173032] mmcblk1boot0: mmc1:0001 MMC04G partition 1 1.00 MiB
Nov 28 17:17:51 debian-armhf kernel: [    4.179768] mmcblk1boot1: mmc1:0001 MMC04G partition 2 1.00 MiB
Nov 28 17:17:51 debian-armhf kernel: [    4.186146] mmcblk1rpmb: mmc1:0001 MMC04G partition 3 128 KiB, chardev (244:0)
Nov 28 17:17:51 debian-armhf kernel: [    4.197388]  mmcblk1: p1 p2 p3 p4
Nov 28 17:17:51 debian-armhf kernel: [    4.212994] tps65217-bl: Failed to locate of_node [id: -1]
Nov 28 17:17:51 debian-armhf kernel: [    4.224174] tps65217 0-0024: TPS65217 ID 0xe version 1.2
Nov 28 17:17:51 debian-armhf kernel: [    4.231364] pca953x 0-0023: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [    4.231386] pca953x 0-0023: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.231443] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0/pca9554@23[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.231488] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0/pca9554@23[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.231508] pca953x 0-0023: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.231522] pca953x 0-0023: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [    4.231563] pca953x 0-0023: supply vcc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [    4.238512] pca953x 0-0023: using no AI
Nov 28 17:17:51 debian-armhf kernel: [    4.242824] gpiochip_find_base: found new base at 504
Nov 28 17:17:51 debian-armhf kernel: [    4.243676] gpio gpiochip1: (0-0023): added GPIO chardev (254:1)
Nov 28 17:17:51 debian-armhf kernel: [    4.243807] gpio gpiochip1: registered GPIOs 504 to 511 on 0-0023
Nov 28 17:17:51 debian-armhf kernel: [    4.244580] pca953x 0-0022: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [    4.244596] pca953x 0-0022: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.244648] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0/pca9554@22[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.244692] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0/pca9554@22[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.244711] pca953x 0-0022: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.244724] pca953x 0-0022: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [    4.244759] pca953x 0-0022: supply vcc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [    4.251796] pca953x 0-0022: using no AI
Nov 28 17:17:51 debian-armhf kernel: [    4.256095] gpiochip_find_base: found new base at 496
Nov 28 17:17:51 debian-armhf kernel: [    4.256879] gpio gpiochip2: (0-0022): added GPIO chardev (254:2)
Nov 28 17:17:51 debian-armhf kernel: [    4.257004] gpio gpiochip2: registered GPIOs 496 to 503 on 0-0022
Nov 28 17:17:51 debian-armhf kernel: [    4.257671] pca953x 0-0020: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [    4.257688] pca953x 0-0020: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.257738] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0/pca9554@20[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.257782] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@b000/i2c@0/pca9554@20[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.257800] pca953x 0-0020: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.257813] pca953x 0-0020: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [    4.257845] pca953x 0-0020: supply vcc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [    4.264821] pca953x 0-0020: using no AI
Nov 28 17:17:51 debian-armhf kernel: [    4.269177] gpiochip_find_base: found new base at 488
Nov 28 17:17:51 debian-armhf kernel: [    4.270038] gpio gpiochip3: (0-0020): added GPIO chardev (254:3)
Nov 28 17:17:51 debian-armhf kernel: [    4.270166] gpio gpiochip3: registered GPIOs 488 to 495 on 0-0020
Nov 28 17:17:51 debian-armhf kernel: [    4.270418] omap_i2c 44e0b000.i2c: bus 0 rev0.11 at 100 kHz
Nov 28 17:17:51 debian-armhf kernel: [    4.276747] gpio gpiochip4: (gpio-32-63): created GPIO range 0->7 ==> 44e10800.pinmux PIN 0->7
Nov 28 17:17:51 debian-armhf kernel: [    4.276776] gpio gpiochip4: (gpio-32-63): created GPIO range 8->11 ==> 44e10800.pinmux PIN 90->93
Nov 28 17:17:51 debian-armhf kernel: [    4.276796] gpio gpiochip4: (gpio-32-63): created GPIO range 12->27 ==> 44e10800.pinmux PIN 12->27
Nov 28 17:17:51 debian-armhf kernel: [    4.276815] gpio gpiochip4: (gpio-32-63): created GPIO range 28->31 ==> 44e10800.pinmux PIN 30->33
Nov 28 17:17:51 debian-armhf kernel: [    4.277177] gpio gpiochip4: (gpio-32-63): added GPIO chardev (254:4)
Nov 28 17:17:51 debian-armhf kernel: [    4.277298] gpio gpiochip4: registered GPIOs 32 to 63 on gpio-32-63
Nov 28 17:17:51 debian-armhf kernel: [    4.277796] gpio gpiochip5: (gpio-64-95): created GPIO range 0->17 ==> 44e10800.pinmux PIN 34->51
Nov 28 17:17:51 debian-armhf kernel: [    4.277823] gpio gpiochip5: (gpio-64-95): created GPIO range 18->21 ==> 44e10800.pinmux PIN 77->80
Nov 28 17:17:51 debian-armhf kernel: [    4.277843] gpio gpiochip5: (gpio-64-95): created GPIO range 22->31 ==> 44e10800.pinmux PIN 56->65
Nov 28 17:17:51 debian-armhf kernel: [    4.278157] gpio gpiochip5: (gpio-64-95): added GPIO chardev (254:5)
Nov 28 17:17:51 debian-armhf kernel: [    4.278278] gpio gpiochip5: registered GPIOs 64 to 95 on gpio-64-95
Nov 28 17:17:51 debian-armhf kernel: [    4.278806] gpio gpiochip6: (gpio-96-127): created GPIO range 0->4 ==> 44e10800.pinmux PIN 66->70
Nov 28 17:17:51 debian-armhf kernel: [    4.278833] gpio gpiochip6: (gpio-96-127): created GPIO range 5->6 ==> 44e10800.pinmux PIN 98->99
Nov 28 17:17:51 debian-armhf kernel: [    4.278852] gpio gpiochip6: (gpio-96-127): created GPIO range 7->8 ==> 44e10800.pinmux PIN 75->76
Nov 28 17:17:51 debian-armhf kernel: [    4.278873] gpio gpiochip6: (gpio-96-127): created GPIO range 13->13 ==> 44e10800.pinmux PIN 141->141
